Antecedentes;Consequentes;Suporte;Confianca;Lift
capacidade_critica_DIMINUIU;escola_Memore, turma_JEDI, categoria_Economia e Negócios, auto_avaliacao_Avançado;0.2;1;5
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;avaliacao_jogo_Iniciante;0.2;1;2.5
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;categoria_Economia e Negócios;0.2;1;2.5
escola_Memore, turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;auto_avaliacao_Meu nível para;0.2;1;5
avaliacao_jogo_Iniciante, turma_JEDI, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;escola_Memore;0.2;1;1
escola_Memore, categoria_Economia e Negócios, auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;turma_JEDI;0.2;1;1
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para;categoria_Economia e Negócios, avaliacao_jogo_Iniciante;0.2;1;5
turma_JEDI, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;escola_Memore, avaliacao_jogo_Iniciante;0.2;1;2.5
turma_JEDI, auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;escola_Memore, categoria_Economia e Negócios;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;escola_Memore, auto_avaliacao_Meu nível para;0.2;1;5
escola_Memore, categoria_Economia e Negócios, auto_avaliacao_Meu nível para;turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
escola_Memore, auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;turma_JEDI, auto_avaliacao_Meu nível para;0.2;1;5
categoria_Economia e Negócios, auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
turma_JEDI, auto_avaliacao_Meu nível para;escola_Memore, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;0.2;1;5
escola_Memore, auto_avaliacao_Meu nível para;turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;0.2;1;5
categoria_Economia e Negócios, auto_avaliacao_Meu nível para;escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
auto_avaliacao_Meu nível para, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
categoria_Economia e Negócios, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para;0.2;1;5
auto_avaliacao_Meu nível para;escola_Memore, turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;0.2;1;5
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para, capacidade_critica_MANTEVE;categoria_Economia e Negócios;0.2;1;2.5
escola_Memore, turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;auto_avaliacao_Meu nível para;0.2;1;5
turma_JEDI, auto_avaliacao_Meu nível para, capacidade_critica_MANTEVE, categoria_Economia e Negócios;escola_Memore;0.2;1;1
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;capacidade_critica_MANTEVE;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;turma_JEDI;0.2;1;1
turma_JEDI, auto_avaliacao_Meu nível para, capacidade_critica_MANTEVE;escola_Memore, categoria_Economia e Negócios;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;escola_Memore, auto_avaliacao_Meu nível para;0.2;1;5
escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para;capacidade_critica_MANTEVE, categoria_Economia e Negócios;0.2;1;5
turma_JEDI, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;escola_Memore, capacidade_critica_MANTEVE;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, auto_avaliacao_Meu nível para;turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, categoria_Economia e Negócios;turma_JEDI, auto_avaliacao_Meu nível para;0.2;1;5
capacidade_critica_MANTEVE, auto_avaliacao_Meu nível para, categoria_Economia e Negócios;escola_Memore, turma_JEDI;0.2;1;1
escola_Memore, categoria_Economia e Negócios, auto_avaliacao_Meu nível para;turma_JEDI, capacidade_critica_MANTEVE;0.2;1;2.5
turma_JEDI, auto_avaliacao_Meu nível para;escola_Memore, capacidade_critica_MANTEVE, categoria_Economia e Negócios;0.2;1;5
capacidade_critica_MANTEVE, auto_avaliacao_Meu nível para;escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_MANTEVE, categoria_Economia e Negócios;escola_Memore, turma_JEDI, auto_avaliacao_Meu nível para;0.2;1;5
escola_Memore, auto_avaliacao_Meu nível para;turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;0.2;1;5
categoria_Economia e Negócios, auto_avaliacao_Meu nível para;escola_Memore, turma_JEDI, capacidade_critica_MANTEVE;0.2;1;2.5
auto_avaliacao_Meu nível para;escola_Memore, turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;0.2;1;5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, escola_Memore, turma_JEDI;categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, turma_JEDI, categoria_Economia e Negócios;escola_Memore;0.2;1;1
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, escola_Memore, categoria_Economia e Negócios;turma_JEDI;0.2;1;1
capacidade_critica_DIMINUIU, escola_Memore, turma_JEDI, categoria_Economia e Negócios;avaliacao_jogo_Em processo;0.2;1;5
avaliacao_jogo_Em processo, escola_Memore, turma_JEDI, categoria_Economia e Negócios;capacidade_critica_DIMINUIU;0.2;1;5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, turma_JEDI;escola_Memore, categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, escola_Memore;turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo, categoria_Economia e Negócios;escola_Memore, turma_JEDI;0.2;1;1
capacidade_critica_DIMINUIU, escola_Memore, turma_JEDI;avaliacao_jogo_Em processo, categoria_Economia e Negócios;0.2;1;5
capacidade_critica_DIMINUIU, turma_JEDI, categoria_Economia e Negócios;avaliacao_jogo_Em processo, escola_Memore;0.2;1;5
capacidade_critica_DIMINUIU, escola_Memore, categoria_Economia e Negócios;avaliacao_jogo_Em processo, turma_JEDI;0.2;1;5
avaliacao_jogo_Em processo, escola_Memore, turma_JEDI;capacidade_critica_DIMINUIU, categoria_Economia e Negócios;0.2;1;5
avaliacao_jogo_Em processo, turma_JEDI, categoria_Economia e Negócios;capacidade_critica_DIMINUIU, escola_Memore;0.2;1;5
avaliacao_jogo_Em processo, escola_Memore, categoria_Economia e Negócios;capacidade_critica_DIMINUIU, turma_JEDI;0.2;1;5
capacidade_critica_DIMINUIU, avaliacao_jogo_Em processo;escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_DIMINUIU, turma_JEDI;avaliacao_jogo_Em processo, escola_Memore, categoria_Economia e Negócios;0.2;1;5
capacidade_critica_DIMINUIU, escola_Memore;avaliacao_jogo_Em processo, turma_JEDI, categoria_Economia e Negócios;0.2;1;5
capacidade_critica_DIMINUIU, categoria_Economia e Negócios;avaliacao_jogo_Em processo, escola_Memore, turma_JEDI;0.2;1;5
avaliacao_jogo_Em processo, turma_JEDI;capacidade_critica_DIMINUIU, escola_Memore, categoria_Economia e Negócios;0.2;1;5
avaliacao_jogo_Em processo, escola_Memore;capacidade_critica_DIMINUIU, turma_JEDI, categoria_Economia e Negócios;0.2;1;5
avaliacao_jogo_Em processo, categoria_Economia e Negócios;capacidade_critica_DIMINUIU, escola_Memore, turma_JEDI;0.2;1;5
capacidade_critica_DIMINUIU;avaliacao_jogo_Em processo, escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;5
avaliacao_jogo_Em processo;capacidade_critica_DIMINUIU, escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;5
escola_Memore, turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;avaliacao_jogo_Iniciante;0.2;1;2.5
escola_Memore, turma_JEDI, capacidade_critica_MANTEVE, avaliacao_jogo_Iniciante;categoria_Economia e Negócios;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE, avaliacao_jogo_Iniciante;escola_Memore;0.2;1;1
escola_Memore, turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;capacidade_critica_MANTEVE;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;turma_JEDI;0.2;1;1
turma_JEDI, categoria_Economia e Negócios, capacidade_critica_MANTEVE;escola_Memore, avaliacao_jogo_Iniciante;0.2;1;2.5
turma_JEDI, capacidade_critica_MANTEVE, avaliacao_jogo_Iniciante;escola_Memore, categoria_Economia e Negócios;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;escola_Memore, capacidade_critica_MANTEVE;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, categoria_Economia e Negócios;turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
escola_Memore, capacidade_critica_MANTEVE, avaliacao_jogo_Iniciante;turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
capacidade_critica_MANTEVE, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
escola_Memore, categoria_Economia e Negócios, avaliacao_jogo_Iniciante;turma_JEDI, capacidade_critica_MANTEVE;0.2;1;2.5
capacidade_critica_MANTEVE, categoria_Economia e Negócios;escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
capacidade_critica_MANTEVE, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI, categoria_Economia e Negócios;0.2;1;2.5
categoria_Economia e Negócios, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI, capacidade_critica_MANTEVE;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;avaliacao_jogo_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;auto_avaliacao_Iniciante;0.2;1;2.5
escola_Memore, turma_JEDI, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;escola_Memore;0.2;1;1
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI;auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, auto_avaliacao_Iniciante;escola_Memore, avaliacao_jogo_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, avaliacao_jogo_Iniciante;escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
turma_JEDI, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
escola_Memore, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;escola_Memore, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;turma_JEDI, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;escola_Memore, turma_JEDI, auto_avaliacao_Iniciante, avaliacao_jogo_Iniciante;0.2;1;5
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, auto_avaliacao_Iniciante;escola_Memore;0.2;1;1
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI;capacidade_critica_AUMENTOU, auto_avaliacao_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, escola_Memore;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, turma_JEDI;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;capacidade_critica_AUMENTOU, escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;capacidade_critica_AUMENTOU, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;avaliacao_jogo_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;0.2;1;5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, avaliacao_jogo_Iniciante;escola_Memore;0.2;1;1
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;capacidade_critica_AUMENTOU;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;escola_Memore, avaliacao_jogo_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, avaliacao_jogo_Iniciante;escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;0.2;1;5
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;0.2;1;5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI;capacidade_critica_AUMENTOU, avaliacao_jogo_Iniciante;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI, avaliacao_jogo_Iniciante;capacidade_critica_AUMENTOU, escola_Memore;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;capacidade_critica_AUMENTOU, turma_JEDI;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, avaliacao_jogo_Iniciante;categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, escola_Memore, turma_JEDI;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, turma_JEDI;capacidade_critica_AUMENTOU, escola_Memore, avaliacao_jogo_Iniciante;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;capacidade_critica_AUMENTOU, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política, avaliacao_jogo_Iniciante;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI;0.2;1;2.5
categoria_Economia e Negócios / Meio Ambiente e Clima / Educação / Política;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, avaliacao_jogo_Iniciante;0.2;1;5
escola_Memore, turma_JEDI, avaliacao_jogo_Noob, categoria_Economia e Negócios / Política;auto_avaliacao_Iniciante;0.2;1;2.5
turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Iniciante, categoria_Economia e Negócios / Política;escola_Memore;0.2;1;1
escola_Memore, turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;categoria_Economia e Negócios / Política;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Política, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;turma_JEDI;0.2;1;1
escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;avaliacao_jogo_Noob;0.2;1;2.5
turma_JEDI, avaliacao_jogo_Noob, categoria_Economia e Negócios / Política;escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;escola_Memore, categoria_Economia e Negócios / Política;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Política, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
escola_Memore, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;turma_JEDI, categoria_Economia e Negócios / Política;0.2;1;5
escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;avaliacao_jogo_Noob, auto_avaliacao_Iniciante;0.2;1;5
turma_JEDI, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;escola_Memore, avaliacao_jogo_Noob;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;turma_JEDI, avaliacao_jogo_Noob;0.2;1;2.5
categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
avaliacao_jogo_Noob, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;0.2;1;5
turma_JEDI, categoria_Economia e Negócios / Política;escola_Memore, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Política;turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;0.2;1;5
categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI, avaliacao_jogo_Noob;0.2;1;2.5
categoria_Economia e Negócios / Política;escola_Memore, turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Iniciante;0.2;1;5
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;escola_Memore;0.2;1;1
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;turma_JEDI;0.2;1;1
escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, categoria_Economia e Negócios / Política;escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Política;turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;escola_Memore, turma_JEDI;0.2;1;1
escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, auto_avaliacao_Iniciante;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, escola_Memore;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, turma_JEDI;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Política;escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, escola_Memore, auto_avaliacao_Iniciante;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
categoria_Economia e Negócios / Política, auto_avaliacao_Iniciante;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI;0.2;1;2.5
categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, auto_avaliacao_Iniciante;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, avaliacao_jogo_Noob, categoria_Economia e Negócios / Política;escola_Memore;0.2;1;1
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, avaliacao_jogo_Noob;categoria_Economia e Negócios / Política;0.2;1;5
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;turma_JEDI;0.2;1;1
escola_Memore, turma_JEDI, avaliacao_jogo_Noob, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;avaliacao_jogo_Noob;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, avaliacao_jogo_Noob;escola_Memore, categoria_Economia e Negócios / Política;0.2;1;5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;escola_Memore, turma_JEDI;0.2;1;1
capacidade_critica_AUMENTOU, escola_Memore, avaliacao_jogo_Noob;turma_JEDI, categoria_Economia e Negócios / Política;0.2;1;5
turma_JEDI, avaliacao_jogo_Noob, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, escola_Memore;0.2;1;2.5
escola_Memore, categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;capacidade_critica_AUMENTOU, turma_JEDI;0.2;1;2.5
capacidade_critica_AUMENTOU, turma_JEDI, categoria_Economia e Negócios / Política;escola_Memore, avaliacao_jogo_Noob;0.2;1;2.5
capacidade_critica_AUMENTOU, escola_Memore, categoria_Economia e Negócios / Política;turma_JEDI, avaliacao_jogo_Noob;0.2;1;2.5
escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, avaliacao_jogo_Noob;0.2;1;5
capacidade_critica_AUMENTOU, avaliacao_jogo_Noob;escola_Memore, turma_JEDI, categoria_Economia e Negócios / Política;0.2;1;5
categoria_Economia e Negócios / Política, avaliacao_jogo_Noob;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI;0.2;1;2.5
capacidade_critica_AUMENTOU, categoria_Economia e Negócios / Política;escola_Memore, turma_JEDI, avaliacao_jogo_Noob;0.2;1;2.5
turma_JEDI, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, escola_Memore, avaliacao_jogo_Noob;0.2;1;5
escola_Memore, categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, turma_JEDI, avaliacao_jogo_Noob;0.2;1;5
categoria_Economia e Negócios / Política;capacidade_critica_AUMENTOU, escola_Memore, turma_JEDI, avaliacao_jogo_Noob;0.2;1;5
escola_Memore, turma_JEDI, avaliacao_jogo_Noob, auto_avaliacao_Proplayer;categoria_Tecnologia e Inovação;0.2;1;5
turma_JEDI, categoria_Tecnologia e Inovação, avaliacao_jogo_Noob, auto_avaliacao_Proplayer;escola_Memore;0.2;1;1
escola_Memore, turma_JEDI, categoria_Tecnologia e Inovação, avaliacao_jogo_Noob;auto_avaliacao_Proplayer;0.2;1;5
escola_Memore, categoria_Tecnologia e Inovação, avaliacao_jogo_Noob, auto_avaliacao_Proplayer;turma_JEDI;0.2;1;1
